,Unnamed: 0,Club,League,Value Aug 1 of Year,Season,cleaned_new_club,longest_word_team
2864,2,BK Häcken,Allsvenskan,8700000.0,2018/ 2019,hacken,h hacken h
2865,3,Hammarby IF,Allsvenskan,9380000.0,2018/ 2019,hammarby,h hammarby h
2866,4,IF Elfsborg,Allsvenskan,9000000.0,2018/ 2019,elfsborg,e elfsborg e
2867,5,AIK,Allsvenskan,14080000.0,2018/ 2019,,
2868,6,Djurgårdens IF,Allsvenskan,11050000.0,2018/ 2019,djurgardens,d djurgardens d
2869,7,IFK Göteborg,Allsvenskan,7380000.0,2018/ 2019,goteborg,g goteborg g
2870,8,IK Sirius,Allsvenskan,5100000.0,2018/ 2019,sirius,s sirius s
2871,9,IFK Norrköping,Allsvenskan,11030000.0,2018/ 2019,norrkoping,n norrkoping n
2874,12,Kalmar FF,Allsvenskan,8700000.0,2018/ 2019,kalmar,k kalmar k
2876,14,IF Brommapojkarna,Allsvenskan,4179999.9999999995,2018/ 2019,brommapojkarna,b brommapojkarna b
2879,1,FK Bodø/Glimt,Eliteserien,6350000.0,2018/ 2019,bodglimt,b bodglimt b
2880,2,Molde FK,Eliteserien,9650000.0,2018/ 2019,molde,m molde m
2881,3,Rosenborg BK,Eliteserien,17600000.0,2018/ 2019,rosenborg,r rosenborg r
2882,4,SK Brann,Eliteserien,8550000.0,2018/ 2019,brann,b brann b
2883,5,Tromsø IL,Eliteserien,5500000.0,2018/ 2019,troms,t troms t
2884,6,Sarpsborg 08 FF,Eliteserien,6730000.0,2018/ 2019,sarpsborg,s sarpsborg s
2887,9,Lillestrøm SK,Eliteserien,4930000.0,2018/ 2019,lillestrm,l lillestrm l
2888,10,FK Haugesund,Eliteserien,6230000.0,2018/ 2019,haugesund,h haugesund h
2889,11,Strømsgodset IF,Eliteserien,10000000.0,2018/ 2019,strmsgodset,s strmsgodset s
2890,12,Odds BK,Eliteserien,5750000.0,2018/ 2019,odds,o odds o
2891,13,Kristiansund BK,Eliteserien,5630000.0,2018/ 2019,kristiansund,k kristiansund k
2892,14,Sandefjord Fotball,Eliteserien,4179999.9999999995,2018/ 2019,sandefjord fotball,s sandefjord f
2895,1,US Sassuolo,Serie A,110580000.0,2018/ 2019,sassuolo,s sassuolo s
2896,2,Palermo FC,Serie B,27680000.0,2018/ 2019,palermo,p palermo p
2898,4,US Cremonese,Serie B,15130000.0,2018/ 2019,cremonese,c cremonese c
2899,5,UC Sampdoria,Serie A,121230000.0,2018/ 2019,sampdoria,s sampdoria s
2900,6,Spezia Calcio,Serie B,10880000.0,2018/ 2019,spezia calcio,s spezia c
2901,7,Frosinone Calcio,Serie A,30500000.0,2018/ 2019,frosinone calcio,f frosinone c
2902,8,US Salernitana 1919,Serie B,10180000.0,2018/ 2019,salernitana,s salernitana s
2903,9,Cesena FC,Serie B,8050000.000000001,2018/ 2019,cesena,c cesena c
2904,10,Brescia Calcio,Serie B,25250000.0,2018/ 2019,brescia calcio,b brescia c
2907,13,SSC Bari,Serie B,12330000.0,2018/ 2019,bari,b bari b
2909,15,Cosenza Calcio,Serie B,3680000.0,2018/ 2019,cosenza calcio,c cosenza c
2912,18,AS Cittadella,Serie B,11500000.0,2018/ 2019,cittadella,c cittadella c
2915,1,UD Almería,LaLiga2,11150000.0,2018/ 2019,almeria,a almeria a
2916,2,Granada CF,LaLiga2,18250000.0,2018/ 2019,granada,g granada g
2917,3,Real Zaragoza,LaLiga2,11680000.0,2018/ 2019,real zaragoza,r zaragoza z
2918,4,Real Oviedo,LaLiga2,11250000.0,2018/ 2019,real oviedo,r oviedo o
2919,5,Elche CF,LaLiga2,5750000.0,2018/ 2019,elche,e elche e
2920,6,Cádiz CF,LaLiga2,18900000.0,2018/ 2019,cadiz,c cadiz c
2922,8,Sporting Gijón,LaLiga2,16550000.0,2018/ 2019,sporting gijon,s sporting g
2923,9,Levante UD,La Liga,50200000.0,2018/ 2019,levante,l levante l
2925,11,SD Eibar,La Liga,44300000.0,2018/ 2019,eibar,e eibar e
2926,12,Deportivo de La Coruña,LaLiga2,30650000.0,2018/ 2019,deportivo de la coruna,d deportivo c
2927,13,CD Tenerife,LaLiga2,10000000.0,2018/ 2019,tenerife,t tenerife t
2928,14,SD Huesca,La Liga,23500000.0,2018/ 2019,huesca,h huesca h
2929,15,Albacete Balompié,LaLiga2,8150000.0,2018/ 2019,albacete balompie,a albacete b
2930,16,Málaga CF,LaLiga2,34950000.0,2018/ 2019,malaga,m malaga m
2936,22,Córdoba CF,LaLiga2,6650000.0,2018/ 2019,cordoba,c cordoba c
2937,1,1.FC Köln,2. Bundesliga,72680000.0,2018/ 2019,koln,k koln k
2938,2,Hertha BSC,Bundesliga,117450000.0,2018/ 2019,hertha,h hertha h
2939,3,Hamburger SV,2. Bundesliga,51700000.0,2018/ 2019,hamburger,h hamburger h
2940,4,Fortuna Düsseldorf,Bundesliga,30550000.0,2018/ 2019,fortuna dusseldorf,f dusseldorf d
2941,5,Hannover 96,Bundesliga,85700000.0,2018/ 2019,hannover,h hannover h
2942,6,1.FC Nuremberg,Bundesliga,28800000.0,2018/ 2019,nuremberg,n nuremberg n
2943,7,SV Darmstadt 98,2. Bundesliga,15450000.0,2018/ 2019,darmstadt,d darmstadt d
2944,8,FC Schalke 04,Bundesliga,254900000.0,2018/ 2019,schalke,s schalke s
2946,10,SC Paderborn 07,2. Bundesliga,9630000.0,2018/ 2019,paderborn,p paderborn p
2947,11,SpVgg Greuther Fürth,2. Bundesliga,11750000.0,2018/ 2019,spvgg greuther furth,s greuther f
2949,13,1.FC Magdeburg,2. Bundesliga,8800000.0,2018/ 2019,magdeburg,m magdeburg m
2954,18,SSV Jahn Regensburg,2. Bundesliga,10700000.0,2018/ 2019,jahn regensburg,j regensburg r
2955,1,FC Lorient,Ligue 2,66200000.0,2018/ 2019,lorient,l lorient l
2956,2,Paris FC,Ligue 2,28100000.0,2018/ 2019,paris,p paris p
2957,3,FC Metz,Ligue 2,25700000.0,2018/ 2019,metz,m metz m
2958,4,SM Caen,Ligue 2,22400000.0,2018/ 2019,caen,c caen c
2959,5,ESTAC Troyes,Ligue 2,19050000.0,2018/ 2019,troyes,t troyes t
2960,6,Clermont Foot 63,Ligue 2,13450000.0,2018/ 2019,clermont foot,c clermont f
2961,7,Amiens SC,Ligue 2,13200000.0,2018/ 2019,amiens,a amiens a
2962,8,Grenoble Foot 38,Ligue 2,12800000.0,2018/ 2019,grenoble foot,g grenoble f
2963,9,EA Guingamp,Ligue 2,12430000.0,2018/ 2019,guingamp,g guingamp g
2964,10,Pau FC,Ligue 2,11600000.0,2018/ 2019,pau,p pau p
2965,11,SC Bastia,Ligue 2,11000000.0,2018/ 2019,bastia,b bastia b
2966,12,AC Ajaccio,Ligue 2,10800000.0,2018/ 2019,ajaccio,a ajaccio a
2967,13,Red Star FC,Ligue 2,10600000.0,2018/ 2019,red star,r star s
2968,14,Stade Lavallois,Ligue 2,9630000.0,2018/ 2019,stade lavallois,s lavallois l
2969,15,USL Dunkerque,Ligue 2,9580000.0,2018/ 2019,dunkerque,d dunkerque d
2970,16,Rodez AF,Ligue 2,9250000.0,2018/ 2019,rodez,r rodez r
2971,17,FC Annecy,Ligue 2,7400000.0,2018/ 2019,annecy,a annecy a
2972,18,FC Martigues,Ligue 2,7250000.0,2018/ 2019,martigues,m martigues m
2973,1,CF América,Liga MX Apertura,44500000.0,2018/ 2019,america,a america a
2974,2,CF Monterrey,Liga MX Apertura,55000000.0,2018/ 2019,monterrey,m monterrey m
2975,3,Deportivo Toluca,Liga MX Apertura,31900000.0,2018/ 2019,deportivo toluca,d deportivo t
2976,4,Deportivo Guadalajara,Liga MX Apertura,33900000.0,2018/ 2019,deportivo guadalajara,d guadalajara g
2977,5,Tigres UANL,Liga MX Apertura,71650000.0,2018/ 2019,tigres,t tigres t
2978,6,CD Cruz Azul,Liga MX Apertura,44200000.0,2018/ 2019,cruz azul,c cruz a
2979,7,CF Pachuca,Liga MX Apertura,42700000.0,2018/ 2019,pachuca,p pachuca p
2980,8,UNAM Pumas,Liga MX Apertura,34800000.0,2018/ 2019,pumas,p pumas p
2981,9,Club Necaxa,Liga MX Apertura,22900000.0,2018/ 2019,club necaxa,c necaxa n
2982,10,Club Tijuana,Liga MX Apertura,27380000.0,2018/ 2019,club tijuana,c tijuana t
2983,11,Santos Laguna,Liga MX Apertura,36300000.0,2018/ 2019,santos laguna,s santos l
2987,15,Club León FC,Liga MX Apertura,28550000.0,2018/ 2019,club leon,c club l
2988,16,Atlas Guadalajara,Liga MX Apertura,23230000.0,2018/ 2019,atlas guadalajara,a guadalajara g
2989,17,Puebla FC,Liga MX Apertura,21500000.0,2018/ 2019,puebla,p puebla p
2990,18,Querétaro FC,Liga MX Apertura,28400000.0,2018/ 2019,queretaro,q queretaro q
2991,1,Atlético Nacional,Liga BetPlay,24700000.0,2018/ 2019,atletico nacional,a atletico n
2992,2,Millonarios FC,Liga BetPlay,23850000.0,2018/ 2019,millonarios,m millonarios m
2993,3,Junior FC,Liga BetPlay,24700000.0,2018/ 2019,junior,j junior j
2994,4,Independiente Medellín,Liga BetPlay,20300000.0,2018/ 2019,independiente medellin,i independiente m
2995,5,CD América de Cali,Liga BetPlay,17250000.0,2018/ 2019,america de cali,a america c
2996,6,Deportes Tolima,Liga BetPlay,18700000.0,2018/ 2019,deportes tolima,d deportes t
2997,7,Independiente Santa Fe,Liga BetPlay,23480000.0,2018/ 2019,independiente santa fe,i independiente f
2998,8,Rionegro Águilas,Liga BetPlay,14700000.0,2018/ 2019,rionegro aguilas,r rionegro a
2999,9,Deportivo Cali,Liga BetPlay,15880000.0,2018/ 2019,deportivo cali,d deportivo c
3000,10,Atlético Bucaramanga,Liga BetPlay,10950000.0,2018/ 2019,atletico bucaramanga,a bucaramanga b
3001,11,Fortaleza CEIF,Liga BetPlay,3450000.0,2018/ 2019,fortaleza,f fortaleza f
3002,12,Once Caldas,Liga BetPlay,15830000.0,2018/ 2019,once caldas,o caldas c
3003,13,CD La Equidad Seguros SA,Liga BetPlay,12580000.0,2018/ 2019,la equidad seguros,l equidad s
3004,14,Deportivo Pereira,Liga BetPlay,4099999.9999999995,2018/ 2019,deportivo pereira,d deportivo p
3005,15,Envigado FC,Liga BetPlay,8300000.000000001,2018/ 2019,envigado,e envigado e
3006,16,Alianza FC,Liga BetPlay,11200000.0,2018/ 2019,alianza,a alianza a
3007,17,Asociación Deportivo Pasto,Liga BetPlay,12400000.0,2018/ 2019,asociacion deportivo pasto,a asociacion p
3008,18,Jaguares de Córdoba,Liga BetPlay,10200000.0,2018/ 2019,jaguares de cordoba,j jaguares c
3009,19,Boyacá Patriotas FC,Liga BetPlay,8850000.0,2018/ 2019,boyaca patriotas,b patriotas p
3010,20,Boyacá Chicó FC,Liga BetPlay,8000000.0,2018/ 2019,boyaca chico,b boyaca c
3011,1,Jeonbuk Hyundai Motors,K League 1,22400000.0,2018/ 2019,jeonbuk hyundai motors,j jeonbuk m
3012,2,FC Seoul,K League 1,12980000.0,2018/ 2019,seoul,s seoul s
3013,3,Ulsan HD FC,K League 1,15800000.0,2018/ 2019,ulsan,u ulsan u
3015,5,Gimcheon Sangmu,K League 1,11380000.0,2018/ 2019,gimcheon sangmu,g gimcheon s
3016,6,Gangwon FC,K League 1,9530000.0,2018/ 2019,gangwon,g gangwon g
3017,7,Incheon United,K League 1,8100000.0,2018/ 2019,incheon united,i incheon u
3018,8,Jeju United,K League 1,14350000.0,2018/ 2019,jeju united,j united u
3020,10,Pohang Steelers,K League 1,7780000.0,2018/ 2019,pohang steelers,p steelers s
3021,11,Daegu FC,K League 1,7230000.0,2018/ 2019,daegu,d daegu d
3023,1,Jeonbuk Hyundai Motors,K League 1,22380000.0,2019/ 2020,jeonbuk hyundai motors,j jeonbuk m
3024,2,FC Seoul,K League 1,14200000.0,2019/ 2020,seoul,s seoul s
3025,3,Ulsan HD FC,K League 1,14730000.0,2019/ 2020,ulsan,u ulsan u
3027,5,Gimcheon Sangmu,K League 1,13480000.0,2019/ 2020,gimcheon sangmu,g gimcheon s
3028,6,Gangwon FC,K League 1,10080000.0,2019/ 2020,gangwon,g gangwon g
3029,7,Incheon United,K League 1,9450000.0,2019/ 2020,incheon united,i incheon u
3030,8,Jeju United,K League 1,13880000.0,2019/ 2020,jeju united,j united u
3032,10,Pohang Steelers,K League 1,9950000.0,2019/ 2020,pohang steelers,p steelers s
3033,11,Daegu FC,K League 1,12230000.0,2019/ 2020,daegu,d daegu d
3035,1,Jeonbuk Hyundai Motors,K League 1,16050000.0,2020/ 2021,jeonbuk hyundai motors,j jeonbuk m
3036,2,FC Seoul,K League 1,12480000.0,2020/ 2021,seoul,s seoul s
3037,3,Ulsan HD FC,K League 1,17630000.0,2020/ 2021,ulsan,u ulsan u
3039,5,Gimcheon Sangmu,K League 1,15880000.0,2020/ 2021,gimcheon sangmu,g gimcheon s
3040,6,Gangwon FC,K League 1,11530000.0,2020/ 2021,gangwon,g gangwon g
3041,7,Incheon United,K League 1,9580000.0,2020/ 2021,incheon united,i incheon u
3043,9,Gwangju FC,K League 1,9180000.0,2020/ 2021,gwangju,g gwangju g
3044,10,Pohang Steelers,K League 1,10530000.0,2020/ 2021,pohang steelers,p steelers s
3045,11,Daegu FC,K League 1,12300000.0,2020/ 2021,daegu,d daegu d
3047,1,Jeonbuk Hyundai Motors,K League 1,20130000.0,2021/ 2022,jeonbuk hyundai motors,j jeonbuk m
3048,2,FC Seoul,K League 1,13280000.0,2021/ 2022,seoul,s seoul s
3049,3,Ulsan HD FC,K League 1,19730000.0,2021/ 2022,ulsan,u ulsan u
3052,6,Gangwon FC,K League 1,11900000.0,2021/ 2022,gangwon,g gangwon g
3053,7,Incheon United,K League 1,10030000.0,2021/ 2022,incheon united,i incheon u
3054,8,Jeju United,K League 1,10850000.0,2021/ 2022,jeju united,j united u
3055,9,Gwangju FC,K League 1,9700000.0,2021/ 2022,gwangju,g gwangju g
3056,10,Pohang Steelers,K League 1,12480000.0,2021/ 2022,pohang steelers,p steelers s
3057,11,Daegu FC,K League 1,11550000.0,2021/ 2022,daegu,d daegu d
3058,12,Suwon FC,K League 1,10730000.0,2021/ 2022,suwon,s suwon s
3059,1,Jeonbuk Hyundai Motors,K League 1,17900000.0,2022/ 2023,jeonbuk hyundai motors,j jeonbuk m
3060,2,FC Seoul,K League 1,15230000.0,2022/ 2023,seoul,s seoul s
3061,3,Ulsan HD FC,K League 1,17100000.0,2022/ 2023,ulsan,u ulsan u
3063,5,Gimcheon Sangmu,K League 1,16550000.0,2022/ 2023,gimcheon sangmu,g gimcheon s
3064,6,Gangwon FC,K League 1,12980000.0,2022/ 2023,gangwon,g gangwon g
3065,7,Incheon United,K League 1,9730000.0,2022/ 2023,incheon united,i incheon u
3066,8,Jeju United,K League 1,12800000.0,2022/ 2023,jeju united,j united u
3068,10,Pohang Steelers,K League 1,10930000.0,2022/ 2023,pohang steelers,p steelers s
3069,11,Daegu FC,K League 1,12230000.0,2022/ 2023,daegu,d daegu d
3070,12,Suwon FC,K League 1,10150000.0,2022/ 2023,suwon,s suwon s
3071,1,Jeonbuk Hyundai Motors,K League 1,19880000.0,2023/ 2024,jeonbuk hyundai motors,j jeonbuk m
3072,2,FC Seoul,K League 1,15500000.0,2023/ 2024,seoul,s seoul s
3073,3,Ulsan HD FC,K League 1,19950000.0,2023/ 2024,ulsan,u ulsan u
3074,4,Daejeon Hana Citizen,K League 1,12450000.0,2023/ 2024,daejeon hana citizen,d daejeon c
3076,6,Gangwon FC,K League 1,12530000.0,2023/ 2024,gangwon,g gangwon g
3077,7,Incheon United,K League 1,11350000.0,2023/ 2024,incheon united,i incheon u
3078,8,Jeju United,K League 1,11000000.0,2023/ 2024,jeju united,j united u
3079,9,Gwangju FC,K League 1,10750000.0,2023/ 2024,gwangju,g gwangju g
3080,10,Pohang Steelers,K League 1,10250000.0,2023/ 2024,pohang steelers,p steelers s
3081,11,Daegu FC,K League 1,10650000.0,2023/ 2024,daegu,d daegu d
3082,12,Suwon FC,K League 1,11000000.0,2023/ 2024,suwon,s suwon s
3083,1,Atlético Nacional,Liga BetPlay,26980000.0,2019/ 2020,atletico nacional,a atletico n
3084,2,Millonarios FC,Liga BetPlay,25030000.0,2019/ 2020,millonarios,m millonarios m
3085,3,Junior FC,Liga BetPlay,28830000.0,2019/ 2020,junior,j junior j
3086,4,Independiente Medellín,Liga BetPlay,23430000.0,2019/ 2020,independiente medellin,i independiente m
3087,5,CD América de Cali,Liga BetPlay,17530000.0,2019/ 2020,america de cali,a america c
3088,6,Deportes Tolima,Liga BetPlay,23500000.0,2019/ 2020,deportes tolima,d deportes t
3089,7,Independiente Santa Fe,Liga BetPlay,18580000.0,2019/ 2020,independiente santa fe,i independiente f
3090,8,Rionegro Águilas,Liga BetPlay,13580000.0,2019/ 2020,rionegro aguilas,r rionegro a
3091,9,Deportivo Cali,Liga BetPlay,20880000.0,2019/ 2020,deportivo cali,d deportivo c
3092,10,Atlético Bucaramanga,Liga BetPlay,13100000.0,2019/ 2020,atletico bucaramanga,a bucaramanga b
3093,11,Fortaleza CEIF,Liga BetPlay,3680000.0,2019/ 2020,fortaleza,f fortaleza f
3094,12,Once Caldas,Liga BetPlay,11850000.0,2019/ 2020,once caldas,o caldas c
3095,13,CD La Equidad Seguros SA,Liga BetPlay,13880000.0,2019/ 2020,la equidad seguros,l equidad s
3096,14,Deportivo Pereira,Liga BetPlay,4780000.0,2019/ 2020,deportivo pereira,d deportivo p
3097,15,Envigado FC,Liga BetPlay,9500000.0,2019/ 2020,envigado,e envigado e
3098,16,Alianza FC,Liga BetPlay,12350000.0,2019/ 2020,alianza,a alianza a
3099,17,Asociación Deportivo Pasto,Liga BetPlay,14100000.0,2019/ 2020,asociacion deportivo pasto,a asociacion p
3100,18,Jaguares de Córdoba,Liga BetPlay,11150000.0,2019/ 2020,jaguares de cordoba,j jaguares c
3101,19,Boyacá Patriotas FC,Liga BetPlay,11380000.0,2019/ 2020,boyaca patriotas,b patriotas p
3102,20,Boyacá Chicó FC,Liga BetPlay,6750000.0,2019/ 2020,boyaca chico,b boyaca c
3103,1,Atlético Nacional,Liga BetPlay,19750000.0,2020/ 2021,atletico nacional,a atletico n
3104,2,Millonarios FC,Liga BetPlay,16050000.0,2020/ 2021,millonarios,m millonarios m
3105,3,Junior FC,Liga BetPlay,23330000.0,2020/ 2021,junior,j junior j
3106,4,Independiente Medellín,Liga BetPlay,15000000.0,2020/ 2021,independiente medellin,i independiente m
3107,5,CD América de Cali,Liga BetPlay,20030000.0,2020/ 2021,america de cali,a america c
3108,6,Deportes Tolima,Liga BetPlay,20650000.0,2020/ 2021,deportes tolima,d deportes t
3109,7,Independiente Santa Fe,Liga BetPlay,13680000.0,2020/ 2021,independiente santa fe,i independiente f
3110,8,Rionegro Águilas,Liga BetPlay,11180000.0,2020/ 2021,rionegro aguilas,r rionegro a
3111,9,Deportivo Cali,Liga BetPlay,16579999.999999998,2020/ 2021,deportivo cali,d deportivo c
3112,10,Atlético Bucaramanga,Liga BetPlay,9580000.0,2020/ 2021,atletico bucaramanga,a bucaramanga b
3113,11,Fortaleza CEIF,Liga BetPlay,3730000.0,2020/ 2021,fortaleza,f fortaleza f
3114,12,Once Caldas,Liga BetPlay,10880000.0,2020/ 2021,once caldas,o caldas c
3115,13,CD La Equidad Seguros SA,Liga BetPlay,12880000.0,2020/ 2021,la equidad seguros,l equidad s
3116,14,Deportivo Pereira,Liga BetPlay,6150000.0,2020/ 2021,deportivo pereira,d deportivo p
3117,15,Envigado FC,Liga BetPlay,8480000.0,2020/ 2021,envigado,e envigado e
3118,16,Alianza FC,Liga BetPlay,7530000.0,2020/ 2021,alianza,a alianza a
3119,17,Asociación Deportivo Pasto,Liga BetPlay,11930000.0,2020/ 2021,asociacion deportivo pasto,a asociacion p
3120,18,Jaguares de Córdoba,Liga BetPlay,8980000.0,2020/ 2021,jaguares de cordoba,j jaguares c
3121,19,Boyacá Patriotas FC,Liga BetPlay,8380000.000000001,2020/ 2021,boyaca patriotas,b patriotas p
3122,20,Boyacá Chicó FC,Liga BetPlay,6880000.0,2020/ 2021,boyaca chico,b boyaca c
3123,1,Atlético Nacional,Liga BetPlay,21750000.0,2021/ 2022,atletico nacional,a atletico n
3124,2,Millonarios FC,Liga BetPlay,18230000.0,2021/ 2022,millonarios,m millonarios m
3125,3,Junior FC,Liga BetPlay,22830000.0,2021/ 2022,junior,j junior j
3126,4,Independiente Medellín,Liga BetPlay,14980000.0,2021/ 2022,independiente medellin,i independiente m
3127,5,CD América de Cali,Liga BetPlay,19100000.0,2021/ 2022,america de cali,a america c
3128,6,Deportes Tolima,Liga BetPlay,22900000.0,2021/ 2022,deportes tolima,d deportes t
3129,7,Independiente Santa Fe,Liga BetPlay,15250000.0,2021/ 2022,independiente santa fe,i independiente f
3130,8,Rionegro Águilas,Liga BetPlay,8850000.0,2021/ 2022,rionegro aguilas,r rionegro a
3131,9,Deportivo Cali,Liga BetPlay,15100000.0,2021/ 2022,deportivo cali,d deportivo c
3132,10,Atlético Bucaramanga,Liga BetPlay,11100000.0,2021/ 2022,atletico bucaramanga,a bucaramanga b
3133,11,Fortaleza CEIF,Liga BetPlay,1900000.0,2021/ 2022,fortaleza,f fortaleza f
3134,12,Once Caldas,Liga BetPlay,10400000.0,2021/ 2022,once caldas,o caldas c
3135,13,CD La Equidad Seguros SA,Liga BetPlay,11850000.0,2021/ 2022,la equidad seguros,l equidad s
3136,14,Deportivo Pereira,Liga BetPlay,7100000.0,2021/ 2022,deportivo pereira,d deportivo p
3137,15,Envigado FC,Liga BetPlay,8800000.0,2021/ 2022,envigado,e envigado e
3138,16,Alianza FC,Liga BetPlay,9650000.0,2021/ 2022,alianza,a alianza a
3139,17,Asociación Deportivo Pasto,Liga BetPlay,10200000.0,2021/ 2022,asociacion deportivo pasto,a asociacion p
3140,18,Jaguares de Córdoba,Liga BetPlay,8300000.000000001,2021/ 2022,jaguares de cordoba,j jaguares c
3141,19,Boyacá Patriotas FC,Liga BetPlay,7670000.0,2021/ 2022,boyaca patriotas,b patriotas p
3142,20,Boyacá Chicó FC,Liga BetPlay,5500000.0,2021/ 2022,boyaca chico,b boyaca c
3143,1,Atlético Nacional,Liga BetPlay,19230000.0,2022/ 2023,atletico nacional,a atletico n
3144,2,Millonarios FC,Liga BetPlay,20550000.0,2022/ 2023,millonarios,m millonarios m
3145,3,Junior FC,Liga BetPlay,21980000.0,2022/ 2023,junior,j junior j
3146,4,Independiente Medellín,Liga BetPlay,13930000.0,2022/ 2023,independiente medellin,i independiente m
3147,5,CD América de Cali,Liga BetPlay,13600000.0,2022/ 2023,america de cali,a america c
3148,6,Deportes Tolima,Liga BetPlay,20780000.0,2022/ 2023,deportes tolima,d deportes t
3149,7,Independiente Santa Fe,Liga BetPlay,9150000.0,2022/ 2023,independiente santa fe,i independiente f
3150,8,Rionegro Águilas,Liga BetPlay,7350000.0,2022/ 2023,rionegro aguilas,r rionegro a
3151,9,Deportivo Cali,Liga BetPlay,12850000.0,2022/ 2023,deportivo cali,d deportivo c
3152,10,Atlético Bucaramanga,Liga BetPlay,8279999.999999999,2022/ 2023,atletico bucaramanga,a bucaramanga b
3153,11,Fortaleza CEIF,Liga BetPlay,2330000.0,2022/ 2023,fortaleza,f fortaleza f
3154,12,Once Caldas,Liga BetPlay,11230000.0,2022/ 2023,once caldas,o caldas c
3155,13,CD La Equidad Seguros SA,Liga BetPlay,9300000.0,2022/ 2023,la equidad seguros,l equidad s
3156,14,Deportivo Pereira,Liga BetPlay,7750000.0,2022/ 2023,deportivo pereira,d deportivo p
3157,15,Envigado FC,Liga BetPlay,7080000.0,2022/ 2023,envigado,e envigado e
3158,16,Alianza FC,Liga BetPlay,8150000.0,2022/ 2023,alianza,a alianza a
3159,17,Asociación Deportivo Pasto,Liga BetPlay,7680000.0,2022/ 2023,asociacion deportivo pasto,a asociacion p
